epoch,loss,val_loss
0,2.4835941539,2.29686766911
1,2.01710639366,2.17092886313
2,1.89618826267,2.16569120305
3,1.8334899953,2.12019715342
4,1.78688065208,2.03228726584
5,1.7515845889,2.05475640953
6,1.72204977951,2.03061698822
7,1.70091349457,1.9945522368
8,1.67902234457,1.99928580815
9,1.66477155828,2.00048074968
10,1.6479804356,2.00318733622
11,1.63745094819,1.96329285305
12,1.62641418513,2.01466561817
13,1.61545749232,1.97453901492
14,1.60468585283,1.97131517621
15,1.59716384691,1.96582849785
16,1.58824904434,1.95538500354
17,1.5806373016,1.95680605163
18,1.58013033324,1.95855194549
19,1.57421156022,1.97234454938
20,1.56650690372,1.94307371512
21,1.56191631957,1.95870344685
22,1.55984785674,1.96431085725
23,1.55951132799,1.96736863142
24,1.55712597169,1.9369963756
25,1.55336723443,1.9451622024
26,1.54735062665,1.94569459902
27,1.54159921696,1.95127086635
28,1.54276030142,1.9433027631
29,1.53840780844,1.94246254867
30,1.5325316842,1.93057314258
31,1.53149166669,1.9446178975
32,1.53250485843,1.9406637814
33,1.52926192117,1.92196088692
34,1.52606394382,1.92148559097
35,1.52181649466,1.95032839139
36,1.52416758791,1.93957458396
37,1.51826646287,1.93726806744
38,1.52076708211,1.93720102196
39,1.52078383237,1.93943438448
40,1.51831595165,1.91503383364
41,1.52089166063,1.93913693599
42,1.52280097895,1.92863940528
43,1.51440121484,1.92038893755
44,1.51310689271,1.91984238167
45,1.52235206288,1.93893910922
46,1.53239391682,1.94522965988
47,1.52050647286,1.93862305695
48,1.51624979009,1.93192217341
49,1.51954883102,1.94456803295
