epoch,loss,val_loss
0,2.73848105097,2.44787242405
1,2.22341548742,2.28453785905
2,2.09265272019,2.20695062783
3,2.02967051186,2.17759651092
4,1.98867775869,2.1730256039
5,1.95962701066,2.16673266054
6,1.93273696528,2.12503827052
7,1.91344216925,2.1263710392
8,1.8996591553,2.11029198217
9,1.88530193583,2.09952592455
10,1.87254790148,2.08059981341
11,1.8646001404,2.09324533578
12,1.85495041534,2.06262411571
13,1.84664244946,2.07253102296
14,1.8396682665,2.07323059253
15,1.83391384346,2.09109740567
16,1.8271167137,2.06246397003
17,1.8196902211,2.05369524214
18,1.8146509832,2.05875599716
19,1.80901207922,2.06988392381
20,1.80439612496,2.03880279201
21,1.79860187479,2.0625594359
22,1.7948719985,2.0532389077
23,1.79099727554,2.05509746222
24,1.78743376585,2.04929390117
25,1.78333386862,2.06257458618
26,1.77988197623,2.0568770189
27,1.77669662065,2.03473284793
28,1.7758179786,2.05033636642
29,1.77265057138,2.03559221831
30,1.77199225902,2.04955520803
31,1.76958282514,2.03994829396
32,1.76608564703,2.07267862723
33,1.76589759126,2.04146844186
34,1.7625302852,2.0440625089
35,1.76304449307,2.03529510097
36,1.75929968724,2.01769321132
37,1.75661603308,2.03641045602
38,1.7562547654,2.04961372434
39,1.75588641659,2.0303905319
40,1.75226671173,2.03409816232
41,1.75222178858,2.04013773133
42,1.75220670876,2.04344296557
43,1.75205309011,2.03755868093
44,1.74856482476,2.02716518483
45,1.74953888492,2.04156861737
46,1.74592072155,2.02971409119
47,1.74425397711,2.04881740891
48,1.74323423665,2.03194142544
49,1.74246406253,2.02311408747
