epoch,loss,val_loss
0,2.55494510292,2.31927156951
1,2.05697434635,2.18254691282
2,1.93895848293,2.15584631021
3,1.87667993008,2.10628501515
4,1.83253015315,2.0760510787
5,1.79952122992,2.08646902418
6,1.77261419083,2.03698212727
7,1.75075527633,2.02163974013
8,1.72747571178,2.02028011639
9,1.71178220493,2.00441192732
10,1.69908534635,2.01385020353
11,1.68683104721,1.99718647891
12,1.67580384578,1.99591260523
13,1.66825000731,1.97869186901
14,1.6576117934,1.9915925944
15,1.648798203,1.99493582503
16,1.64352952403,1.99030759019
17,1.63805944715,2.00038754066
18,1.63255634908,1.98248626071
19,1.62679718843,1.97054667805
20,1.62032979487,1.97342935825
21,1.61713449228,1.98218024271
22,1.61435540562,1.96103438541
23,1.6093981933,1.97213502768
24,1.60669533774,1.98633267386
25,1.60125171087,1.98272598641
26,1.59466958668,1.97031625153
27,1.59418227436,2.00147704681
28,1.59303147264,1.97238961885
29,1.58770665543,1.97370378892
30,1.58345604697,1.98451172169
31,1.58498535718,1.96870648808
32,1.57732450514,1.9626201235
33,1.5755004881,2.00172701932
34,1.57590703155,1.96606105797
35,1.5721198052,1.96662519596
36,1.57295041247,1.99328593351
37,1.57137090462,1.97633753088
38,1.56910469146,1.98258491573
39,1.5721245158,1.97351022804
40,1.5669655779,1.9881667681
41,1.56433976572,1.98209708174
42,1.56232090513,1.96853122442
43,1.55974708124,1.96190697931
44,1.56130114706,1.95227103627
45,1.55928723037,1.95748736287
46,1.55810575453,1.96196028136
47,1.55469643137,1.97643478798
48,1.55451892643,1.9461994907
49,1.55169663626,1.97119391517
