epoch,loss,val_loss
0,2.67102376773,2.52850268274
1,2.24294315259,2.3511349683
2,2.09997720239,2.2537034796
3,2.01749485764,2.20855220902
4,1.9614015004,2.16443634821
5,1.91948799869,2.15006106698
6,1.88497548005,2.12291828149
7,1.85780053294,2.09171470761
8,1.83434916858,2.0790328113
9,1.81426283684,2.08089851104
10,1.7967092563,2.05961065367
11,1.78136515181,2.05783276873
12,1.76751186162,2.042475203
13,1.75494328509,2.02851777136
14,1.7433224445,2.02048670952
15,1.73240732493,2.02177114875
16,1.72259042118,2.00876567558
17,1.71357621546,2.00628128801
18,1.70537720702,1.99763434827
19,1.69717245799,1.99295774816
20,1.68991416845,1.99748093081
21,1.68250451422,1.99251048015
22,1.67583016302,1.98428065646
23,1.66950742742,1.97263187633
24,1.66326247824,1.97993429215
25,1.65724875358,1.97251795135
26,1.65198598516,1.98108795136
27,1.6469489561,1.96884965437
28,1.64155578354,1.96366968377
29,1.636561183,1.97374264455
30,1.63214638598,1.96256492984
31,1.62730628043,1.97629417654
32,1.62281209121,1.96098457473
33,1.61873778954,1.95425830375
34,1.61475266835,1.9545619246
35,1.61099585876,1.95912548485
36,1.60683846608,1.9498811298
37,1.60297549805,1.95570010034
38,1.59928291225,1.9581692046
39,1.59582243076,1.95241006603
40,1.59253285406,1.94976271057
41,1.58936332791,1.9447374922
42,1.58598036955,1.94920452896
43,1.58279002419,1.94061526588
44,1.57971933285,1.94063841466
45,1.5768164441,1.94837693162
46,1.57395776552,1.94307045017
47,1.57065491029,1.93465763877
48,1.56836420947,1.9392851411
49,1.56516033334,1.93922632546
