epoch,loss,val_loss
0,2.98403104564,2.76291569591
1,2.57448576011,2.58759692548
2,2.42093856721,2.4868924044
3,2.32976096279,2.43059000142
4,2.26767110706,2.37833701619
5,2.22138151996,2.35992937318
6,2.18529359562,2.32698401083
7,2.15628967326,2.30417617358
8,2.13170219204,2.28747980185
9,2.11085308561,2.26967811346
10,2.09273509715,2.25464476832
11,2.07630057566,2.24408900518
12,2.06164038447,2.23333535353
13,2.04869770536,2.22409916662
14,2.03653472901,2.21550616938
15,2.02526268042,2.20968992554
16,2.0152894014,2.19742363913
17,2.005699498,2.18983984173
18,1.99668038982,2.18770297919
19,1.98844107859,2.18552350043
20,1.98029610886,2.17023203625
21,1.97300183497,2.16620831101
22,1.96597493918,2.15749095948
23,1.95939834572,2.15753910497
24,1.95301316202,2.15910456424
25,1.94712115375,2.14772578188
26,1.94140295224,2.14980741295
27,1.93588625096,2.14214979497
28,1.93056402576,2.14660725466
29,1.92572572866,2.13631342324
30,1.92083283552,2.12883373386
31,1.9162493639,2.12301422232
32,1.91172270175,2.11919141326
33,1.90726516869,2.11791319165
34,1.90307048556,2.11504210795
35,1.89937639665,2.11224791837
36,1.89523857832,2.10600796612
37,1.89150941598,2.10541231393
38,1.88776395659,2.10048386862
39,1.88435289049,2.10110377029
40,1.88082081877,2.09419644725
41,1.87758191583,2.09495262188
42,1.87417040561,2.09571866666
43,1.87115680957,2.08987561373
44,1.86796399636,2.0854181036
45,1.86503536248,2.08126586071
46,1.86222991678,2.08418684439
47,1.8593510648,2.0794341662
48,1.85660684244,2.07760324073
49,1.85386311644,2.07890479045
