epoch,loss,val_loss
0,2.62570145328,2.40567630842
1,2.12719879929,2.24136856818
2,2.00171352126,2.19520911402
3,1.934545704,2.13804387652
4,1.89384210775,2.1350681936
5,1.86048071079,2.09343276838
6,1.83548284836,2.07431201956
7,1.81271643156,2.10928230472
8,1.79535085794,2.07912515648
9,1.77803204478,2.06119256349
10,1.76486229433,2.05916965877
11,1.75355246583,2.05214294698
12,1.74392603899,2.04491407496
13,1.73326528445,2.04853846508
14,1.72520167338,2.0245119851
15,1.72024795796,2.02755945961
16,1.71101898174,2.02466748297
17,1.70834634083,2.01256501855
18,1.70234249135,1.99831292029
19,1.69974922846,2.00328415695
20,1.69260863938,2.01313871572
21,1.68725567279,1.99308333598
22,1.68723686375,2.00595048033
23,1.68312903619,1.99899538637
24,1.67897842661,1.99031365507
25,1.67599897264,1.99150362791
26,1.6717085101,1.9893904635
27,1.67169748475,1.98995713999
28,1.66719528138,1.98598422108
29,1.66642928954,1.99503811602
30,1.66189716397,1.98743000148
31,1.66168940817,1.99725900904
32,1.65726157035,1.98477401052
33,1.65487158328,1.98480130971
34,1.65520031588,1.96840848282
35,1.65125073812,1.97218658527
36,1.64874114431,1.97267115578
37,1.64475332993,1.96647709865
38,1.64609536742,1.96923946175
39,1.64424577956,1.96340966354
40,1.63931145729,1.96939381686
41,1.64017036006,1.98019108171
42,1.63787002833,1.9708625528
43,1.63532225024,1.97327044654
44,1.63389167273,1.96683682533
45,1.63391487306,1.96823946853
46,1.63243655233,1.97755632614
47,1.63112420122,1.97125788982
48,1.6304581795,1.9845334992
49,1.62948825336,1.97231392442
