epoch,loss,val_loss
0,2.6855440832,2.43558519574
1,2.21677957881,2.32480028104
2,2.09436099679,2.17121116736
3,2.0294353873,2.16155215092
4,1.99083043913,2.12224382142
5,1.96140255788,2.11426690642
6,1.93478648866,2.12094853248
7,1.91711603464,2.08164622451
8,1.89737382359,2.0911922526
9,1.88546799562,2.06815941602
10,1.87184508535,2.06228758311
11,1.86454747146,2.05720626371
12,1.85394097673,2.06708146187
13,1.84545010766,2.04759929425
14,1.83970391421,2.05329729639
15,1.83352811598,2.06654697181
16,1.82695236972,2.0455075354
17,1.82185838322,2.05193533479
18,1.81446366937,2.04403874744
19,1.8101245202,2.02353875793
20,1.80834215605,2.0334736249
21,1.80339199658,2.03307101886
22,1.80042429979,2.03212472966
23,1.79377234562,2.03928626796
24,1.79415933591,2.03103076659
25,1.79279024141,2.02114644345
26,1.78885814275,2.0285971401
27,1.78337027744,2.02363890918
28,1.77974804448,2.02485305354
29,1.77554476315,2.00746030397
30,1.77575019762,2.01584516191
31,1.77224997766,2.00288289518
32,1.76943187651,2.00680900123
33,1.76649160536,2.00715541621
34,1.76661570937,2.00155312506
35,1.76511719632,1.99834507555
36,1.76303253946,2.00748790569
37,1.76201732802,2.01213715426
38,1.76252572801,1.99860106427
39,1.76194607036,2.01082126793
40,1.75949974498,2.00904844318
41,1.75611961697,1.99996656512
42,1.75699935171,2.01807535634
43,1.75416434443,2.00265599617
44,1.75489136827,1.99431287927
45,1.75307358528,1.98799660846
46,1.75353549223,2.00190907734
47,1.74985355201,1.9986421341
48,1.75176955669,1.99116313764
49,1.74796087068,1.99973458288
